symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,oldest_fiscal_date,previous_oldest_fiscal_date,oldest_revenue,previous_oldest_revenue,oldest_net_income,previous_oldest_net_income,oldest_gross_profit,previous_oldest_gross_profit,oldest_revenue_growth_%,oldest_net_income_growth_%,oldest_gross_profit_growth_%
GPC,Common Stock,Genuine Parts Co,"Genuine Parts Company (GPC) is a prominent American distributor that specializes in automotive and industrial replacement parts, along with office supplies and electrical materials. Boasting a comprehensive network of more than 3,100 locations throughout North America, GPC caters to a wide array of clients, including automotive repair shops and industrial operations. The company is dedicated to delivering high-quality products and exceptional service, leveraging its extensive industry expertise and robust supply chain to foster growth and create shareholder value. GPC's strategic focus on market expansion and operational optimization positions it well to navigate the evolving economic landscape, reinforcing its leadership role in the distribution sector.",40987,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"2999 WILDWOOD PARKWAY, ATLANTA, GA, UNITED STATES, 30339",https://www.genpt.com,2015-12-31,2014-12-31,15280044000.0,15341647000.0,705672000.0,711286000.0,4555852000.0,4593761000.0,-0.4015409818776302,-0.7892746377687738,-0.8252279559167315
GILD,Common Stock,Gilead Sciences Inc,"Gilead Sciences, Inc. is a prominent biopharmaceutical company headquartered in Foster City, California, specializing in the research, development, and commercialization of innovative antiviral therapies targeting infectious diseases, including HIV and hepatitis. Its flagship products, such as Harvoni and Sovaldi, have significantly advanced treatment protocols for chronic hepatitis C, highlighting Gilead's leadership in the field. Emphasizing its commitment to addressing unmet medical needs, Gilead continues to expand its diverse therapeutic portfolio, positioning itself as a vital contributor to improving global health outcomes and enhancing patient care.",882095,NASDAQ,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"333 LAKESIDE DRIVE, FOSTER CITY, CA, UNITED STATES, 94404",https://www.gilead.com,2015-12-31,2014-12-31,32639000000.0,24890000000.0,18108000000.0,12101000000.0,28633000000.0,21102000000.0,31.132985134592207,49.640525576398645,35.68856032603544
GPN,Common Stock,Global Payments Inc,"Global Payments Inc. (GPN) is a premier provider of integrated payment processing and financial technology solutions, headquartered in Atlanta, Georgia. With a strong presence in diverse industries, the company delivers a comprehensive suite of services including payment processing, cybersecurity, and data analytics. GPN leverages its extensive global reach and strategic partnerships to capture the increasing demand for digital payment solutions, thereby enhancing operational efficiency and customer experiences. Its relentless focus on innovation and customer-centricity positions Global Payments as a crucial player in the rapidly evolving financial technology sector.",1123360,NYSE,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"3550 LENOX ROAD, ATLANTA, GA, UNITED STATES, 30326",https://www.globalpayments.com/en-ap,2015-12-31,2014-12-31,2773718000.0,2554236000.0,278040000.0,245286000.0,1751611000.0,1602011000.0,8.592862993082862,13.353391551087302,9.338262970728666
GL,Common Stock,Globe Life Inc,"Globe Life Inc. is a leading financial services holding company based in McKinney, Texas, with a strong focus on life insurance, annuities, and supplemental health insurance products through its wholly owned subsidiaries. The company is recognized for its commitment to offering affordable coverage and enhancing financial security, bolstered by efficient distribution channels and a robust customer-centric approach. With a dedication to innovation and operational excellence, Globe Life is well-equipped for sustainable growth, making it a compelling investment for institutional investors looking for stability in the competitive insurance market.",320335,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - LIFE,"3700 SOUTH STONEBRIDGE DRIVE, MCKINNEY, TX, UNITED STATES, 75070-8080",https://www.home.globelifeinsurance.com,2015-12-31,2014-12-31,3766065000.0,3964554000.0,527100000.0,542939000.0,3542207000.0,3741900000.0,-5.006590905307381,-2.917270632612503,-5.336673882252332
GDDY,Common Stock,Godaddy Inc,"GoDaddy Inc. (GDDY) is a prominent technology company headquartered in Scottsdale, Arizona, specializing in cloud-based solutions designed to empower entrepreneurs and small businesses globally. The company provides an extensive range of services, including web hosting, domain registration, and digital marketing tools, all aimed at enhancing online visibility and customer engagement. With a strong commitment to innovation and exceptional customer support, GoDaddy is well-positioned to capitalize on the growing digital economy and continues to expand its product offerings to meet the evolving needs of its diverse customer base.",1609711,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"100 S. MILL AVE, TEMPE, AZ, UNITED STATES, 85281",https://www.godaddy.com,2015-12-31,2014-12-31,1607300000.0,1387300000.0,-75600000.0,-143300000.0,1041400000.0,868900000.0,15.858141714120954,-47.24354501046755,19.85268730578893
GS,Common Stock,Goldman Sachs Group Inc,"Goldman Sachs Group, Inc. is a leading global investment banking, securities, and investment management firm based in New York City. With a strong focus on delivering a diverse range of financial services, the company caters to a wide array of institutional clients, offering expertise in investment banking, asset management, and securities underwriting. Known for its robust risk management and extensive global reach, Goldman Sachs plays a critical role in capital markets, facilitating client transactions and providing strategic advisory services. Leveraging advanced technology and deep industry expertise, Goldman Sachs is well-positioned to navigate market complexities and drive innovative solutions for its clients.",886982,NYSE,USD,USA,FINANCIAL SERVICES,CAPITAL MARKETS,"200 WEST STREET, NEW YORK, NY, UNITED STATES, 10282",https://www.goldmansachs.com,2015-12-31,2014-12-31,39174000000.0,40085000000.0,6083000000.0,8477000000.0,33786000000.0,34528000000.0,-2.2726705750280654,-28.2411230388109,-2.1489805375347544
HAL,Common Stock,Halliburton Company,"Halliburton Company (HAL) is a preeminent provider of oil field services, recognized for its unparalleled commitment to innovation and customer-centric solutions in the energy sector. Operating in over 70 countries, the company delivers an extensive portfolio of products and services encompassing exploration, drilling, production, and reservoir management for both conventional and unconventional energy sources. As a pivotal entity in the oil and gas industry, Halliburton is well-positioned to navigate the challenges of evolving market dynamics and contribute to the global energy transition.",45012,NYSE,USD,USA,ENERGY,OIL & GAS EQUIPMENT & SERVICES,"3000 NORTH SAM HOUSTON PARKWAY EAST, HOUSTON, TX, UNITED STATES, 77032",https://www.halliburton.com,2015-12-31,2014-12-31,23633000000.0,32870000000.0,-671000000.0,3500000000.0,2520000000.0,5536000000.0,-28.101612412534227,-119.17142857142858,-54.47976878612717
HIG,Common Stock,Hartford Financial Services Group,"The Hartford Financial Services Group, Inc. (HIG) is a prominent diversified financial services organization based in Hartford, Connecticut, with a legacy dating back to 1810. Renowned for its expertise in property and casualty insurance, group benefits, and mutual funds, The Hartford offers innovative financial solutions tailored to meet the dynamic needs of both individual and institutional clients. The company emphasizes a rigorous approach to risk management and maintains a well-rounded portfolio, positioning itself for sustainable growth in a competitive landscape. With a commitment to financial stability and prioritizing customer trust, The Hartford aims to enhance shareholder value and deliver robust performance.",874766,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"ONE HARTFORD PLAZA, HARTFORD, CT, UNITED STATES, 06155",https://www.thehartford.com,2015-12-31,2014-12-31,15997000000.0,18614000000.0,1682000000.0,798000000.0,1849000000.0,2075000000.0,-14.059310196626196,110.77694235588973,-10.891566265060241
HAS,Common Stock,Hasbro Inc,"Hasbro, Inc. is a prominent American multinational conglomerate renowned for its robust portfolio of beloved toy and game brands, including Monopoly, Transformers, and My Little Pony. Based in Pawtucket, Rhode Island, the company has adeptly diversified into digital gaming and entertainment, ensuring its relevance in an increasingly digital consumer environment. Committed to innovation and sustainable practices, Hasbro is dedicated to enriching the lives of children and families worldwide while continuously strengthening its competitive position in the global market.",46080,NASDAQ,USD,USA,CONSUMER CYCLICAL,LEISURE,"1027 NEWPORT AVENUE, PAWTUCKET, RI, UNITED STATES, 02861",https://shop.hasbro.com/en-in,2015-12-31,2014-12-31,4447509000.0,4277207000.0,451838000.0,415930000.0,2391231000.0,2273518000.0,3.9816169757507645,8.633183468372081,5.177570619630019
HCA,Common Stock,HCA Holdings Inc,"HCA Healthcare, Inc. is a prominent for-profit healthcare services provider headquartered in Nashville, Tennessee, with a legacy dating back to 1968. The company operates a comprehensive network of 186 hospitals and around 2,000 outpatient facilities, including surgery centers and urgent care clinics, spanning 21 states and the United Kingdom. HCA is dedicated to enhancing healthcare quality and outcomes through innovative practices and operational efficiencies, solidifying its status as a vital contributor to the dynamic healthcare sector. Given its extensive infrastructure and focus on patient care, HCA continues to play a significant role in shaping the future of healthcare delivery.",860730,NYSE,USD,USA,HEALTHCARE,MEDICAL CARE FACILITIES,"ONE PARK PLAZA, NASHVILLE, TN, UNITED STATES, 37203",https://hcahealthcare.com,2015-12-31,2014-12-31,39678000000.0,36918000000.0,2129000000.0,1875000000.0,6262000000.0,5835000000.0,7.476027953843653,13.546666666666669,7.317909168808912
DOC,Common Stock,Healthpeak Properties Inc,"Healthpeak Properties Inc. (NYSE: DOC) is a self-managed real estate investment trust (REIT) specializing in the healthcare sector, focusing on the acquisition, development, and management of premium healthcare properties. With a diverse portfolio that includes outpatient facilities, senior housing, and life science properties leased to healthcare providers, the company is well-positioned to benefit from the increasing demand for healthcare services driven by demographic trends. Healthpeak is committed to sustainable practices and innovation, ensuring enhanced healthcare experiences while prioritizing shareholder value through strategic asset management and growth initiatives.",765880,NYSE,USD,USA,REAL ESTATE,REIT - HEALTHCARE FACILITIES,"4600 SOUTH SYRACUSE STREET, DENVER, CO, UNITED STATES, 80237",https://www.healthpeak.com,2015-12-31,2014-12-31,1940489000.0,1636833000.0,-559235000.0,922233000.0,1329810000.0,1255539000.0,18.551434385792565,-160.63923108368493,5.915467380941572
HSIC,Common Stock,Henry Schein Inc,"Henry Schein, Inc. (HSIC) is a prominent global leader in the provision of health care products and services, with a strong focus on the dental, medical, and veterinary sectors. Operating in more than 32 countries, the company harnesses its robust distribution network to deliver a comprehensive array of essential products and innovative technologies to health care professionals. Committed to improving the efficiency and effectiveness of health care delivery, Henry Schein is recognized as a trusted partner for practitioners and organizations worldwide, positioning itself at the intersection of healthcare, technology, and customer service.",1000228,NASDAQ,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"135 DURYEA ROAD, MELVILLE, NY, UNITED STATES, 11747",https://www.henryschein.com,2015-12-31,2014-12-31,10629719000.0,10371390000.0,479058000.0,466077000.0,3012259000.0,2911315000.0,2.490784745342717,2.78516210840698,3.467299141453261
HSY,Common Stock,Hershey Co,"The Hershey Company (HSY) is a premier American multinational confectionery manufacturer, well-known for its iconic chocolate products such as Hershey's bars and Kisses. With a comprehensive portfolio that includes not only chocolate but also baked goods, snacks, and beverages, Hershey operates in over 70 countries, showcasing its global reach and market influence. Headquartered in Hershey, Pennsylvania, the company is committed to innovation and brand expansion while emphasizing sustainability and social responsibility, positioning it as an attractive investment opportunity for institutional investors in the consumer staples sector.",47111,NYSE,USD,USA,CONSUMER DEFENSIVE,CONFECTIONERS,"19 EAST CHOCOLATE AVENUE, HERSHEY, PA, UNITED STATES, 17033",https://www.thehersheycompany.com,2015-12-31,2014-12-31,7386626000.0,7421768000.0,512951000.0,846912000.0,3382675000.0,3336166000.0,-0.4734990368871676,-39.432786405199124,1.3940853063067007
HPE,Common Stock,Hewlett Packard Enterprise Co,"Hewlett Packard Enterprise Co (HPE) is a leading American multinational provider of enterprise information technology solutions, headquartered in Houston, Texas. Specializing in hybrid cloud, data storage, and IT infrastructure, HPE delivers innovative products and services tailored to optimize enterprise operations and drive digital transformation. With a strong focus on edge computing and intelligent data solutions, HPE positions itself as a strategic partner for organizations seeking to harness the power of technology in a rapidly evolving digital landscape.",1645590,NYSE,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"1701 EAST MOSSY OAKS ROAD, SPRING, TX, UNITED STATES, 77389",https://www.hpe.com,2015-10-31,2014-10-31,51831000000.0,55127000000.0,2461000000.0,1648000000.0,13805000000.0,14732000000.0,-5.978921399677109,49.332524271844655,-6.292424653814825
HLT,Common Stock,Hilton Worldwide Holdings Inc,"Hilton Worldwide Holdings Inc. is a premier American multinational hospitality company, recognized for its diverse portfolio of high-quality hotels and resorts that cater to various market segments. With iconic brands such as Hilton, DoubleTree, and Waldorf Astoria, the company is dedicated to superior customer experiences and innovative operational excellence. Hilton's strategic initiatives to expand its global presence, alongside a robust loyalty program, enhance its competitive edge in the hospitality sector, providing a compelling investment opportunity for institutional investors targeting growth within the thriving tourism and travel industries.",1585689,NYSE,USD,USA,CONSUMER CYCLICAL,LODGING,"7930 JONES BRANCH DRIVE, MCLEAN, VA, UNITED STATES, 22102",https://www.hilton.com,2015-12-31,2014-12-31,11272000000.0,10502000000.0,1404000000.0,673000000.0,1708000000.0,2792000000.0,7.331936773947819,108.61812778603269,-38.825214899713465
HOLX,Common Stock,Hologic Inc,"Hologic, Inc. (HOLX) is a prominent medical technology company specializing in advancing women's health through cutting-edge diagnostic, surgical, and medical imaging solutions. The company boasts a diverse and innovative portfolio, including advanced products for breast health, cervical cancer screening, and various diagnostic applications, underscoring its commitment to improving patient outcomes. Hologic's ongoing emphasis on research and development solidifies its reputation as a leader in healthcare innovation, ultimately positioning the firm as a vital contributor to the global healthcare sector.",859737,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"250 CAMPUS DRIVE, MARLBOROUGH, MA, UNITED STATES, 01752",https://www.hologic.com,2016-09-30,2015-09-30,2832700000.0,2705000000.0,330800000.0,131600000.0,1563300000.0,1432700000.0,4.720887245841035,151.3677811550152,9.115655754868431
HD,Common Stock,The Home Depot Inc,"The Home Depot, Inc. (HD) is the premier home improvement retailer in the United States, offering an extensive selection of tools, construction products, and home improvement services. Based in Cobb County, Georgia, the company operates more than 2,200 stores throughout North America, catering to a diverse customer base that includes both professional contractors and DIY homeowners. Home Depot has established itself as a market leader by leveraging a strong supply chain and a growing e-commerce platform, which enhances the shopping experience. With a steadfast commitment to innovation and exceptional customer service, Home Depot aims to drive sustainable growth and deliver long-term value to its shareholders.",354950,NYSE,USD,USA,CONSUMER CYCLICAL,HOME IMPROVEMENT RETAIL,"2455 PACES FERRY ROAD, ATLANTA, GA, UNITED STATES, 30339",https://www.homedepot.com,2016-01-31,2015-01-31,88519000000.0,83176000000.0,7009000000.0,6345000000.0,30265000000.0,28389000000.0,6.423727998461095,10.464933018124507,6.608193314311881
HON,Common Stock,Honeywell International Inc,"Honeywell International Inc. is a leading multinational conglomerate headquartered in Charlotte, North Carolina, specializing in aerospace, building technologies, performance materials and technologies, and safety and productivity solutions. With a strong commitment to innovation and sustainability, Honeywell leverages its advanced technology and engineering expertise to deliver integrated solutions that enhance efficiency and safety across various industries. The company's diverse portfolio positions it well to capitalize on emerging trends, making it an attractive opportunity for institutional investors seeking growth in a dynamic global market.",773840,NASDAQ,USD,USA,INDUSTRIALS,CONGLOMERATES,"855 SOUTH MINT STREET, CHARLOTTE, NC, UNITED STATES, 28202",https://www.honeywell.com,2015-12-31,2014-12-31,38564000000.0,40301000000.0,4768000000.0,4239000000.0,14066000000.0,13761000000.0,-4.310066747723382,12.47935833923095,2.216408691228835
HRL,Common Stock,Hormel Foods Corporation,"Hormel Foods Corporation (Ticker: HRL) is a prominent American food manufacturer based in Austin, Minnesota, with over a century of expertise since its inception in 1891. Originally a meatpacking entity, the company has successfully diversified its portfolio to encompass a vast range of refrigerated and packaged foods, including well-established brands such as Spam, Jennie-O, and Hormel Chili. Hormel's commitment to quality and innovation is reflected in its ongoing investments in product development and strategic acquisitions, which enhance its competitive edge in the evolving food industry. As consumer preferences shift, Hormel remains poised for continued growth and expansion, maintaining a strong presence in both traditional and emerging food markets.",48465,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"1 HORMEL PLACE, AUSTIN, MN, UNITED STATES, 55912-3680",https://www.hormelfoods.com,2015-10-31,2014-10-31,9263863000.0,9316256000.0,686088000.0,602677000.0,1808581000.0,1564983000.0,-0.562382570852497,13.840083494143629,15.56553649464563
HST,Common Stock,Host Hotels & Resorts Inc,"Host Hotels & Resorts, Inc. (HST) is a leading real estate investment trust (REIT) that specializes in the acquisition, ownership, and management of a high-quality portfolio of upscale and luxury hotel properties in prime U.S. markets and select international locations. The company employs a disciplined approach to capital allocation and asset management, aiming to drive operational excellence and enhance shareholder value. With a strong commitment to sustainability and an exceptional guest experience, HST is strategically positioned to navigate the dynamic hospitality sector, delivering compelling returns for institutional investors.",1070750,NASDAQ,USD,USA,REAL ESTATE,REIT - HOTEL & MOTEL,"4747 BETHESDA AVENUE, BETHESDA, MD, UNITED STATES, 20814-1109",https://www.hosthotels.com,2015-12-31,2014-12-31,5350000000.0,5321000000.0,558000000.0,732000000.0,2726000000.0,2684000000.0,0.5450103364029317,-23.770491803278688,1.564828614008942
HWM,Common Stock,Howmet Aerospace Inc,"Howmet Aerospace Inc. is a prominent player in the aerospace and transportation sectors, headquartered in Pittsburgh, Pennsylvania. The company specializes in manufacturing advanced engineered solutions, including critical components for jet engines such as high-performance fasteners and titanium structures, alongside forged aluminum wheels for heavy-duty vehicles. With a robust focus on innovation, sustainability, and cutting-edge technology, Howmet Aerospace enhances operational efficiency and adapts to the dynamic needs of its global customers. As a leader in aerospace advancements, Howmet Aerospace is instrumental in shaping the future of aviation and transportation.",4281,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"201 ISABELLA STREET, PITTSBURGH, PA, UNITED STATES, 15212-5872",https://www.howmet.com,2015-12-31,2014-12-31,12392000000.0,12542000000.0,-322000000.0,268000000.0,1772000000.0,2193000000.0,-1.1959815021527667,-220.1492537313433,-19.197446420428637
HPQ,Common Stock,HP Inc,"HP Inc. is a prominent American multinational technology company based in Palo Alto, California, recognized for its innovation in personal computers, printers, and related supplies. The company emphasizes sustainability and is a leader in digital printing and 3D printing technologies, serving a wide array of consumer and enterprise markets. HP's dedication to enhancing customer experiences through advanced technology positions it favorably for growth in the rapidly evolving digital landscape, while its robust portfolio and industry dominance reinforce its status as a vital player in the global technology sector.",47217,NYSE,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"1501 PAGE MILL ROAD, PALO ALTO, CA, UNITED STATES, 94304",https://www.hp.com,2015-10-31,2014-10-31,51463000000.0,56651000000.0,4554000000.0,5013000000.0,9939000000.0,11220000000.0,-9.157825987184692,-9.156193895870736,-11.41711229946524
HUBB,Common Stock,Hubbell Inc,"Hubbell Incorporated (HUBB) is a leading provider of electrical and electronic products, delivering a comprehensive range of solutions across diverse sectors, including construction, telecommunications, and utilities. Based in Shelton, Connecticut, the company is recognized for its emphasis on innovation and quality, with operations that span lighting, wiring devices, and power systems. With a strong global presence and an extensive distribution network, Hubbell meets the dynamic needs of its customers while maintaining a commitment to sustainable practices. Positioned for growth, Hubbell is poised to thrive in the rapidly evolving landscape of electrification and digitalization.",48898,NYSE,USD,USA,INDUSTRIALS,ELECTRICAL EQUIPMENT & PARTS,"40 WATERVIEW DRIVE, SHELTON, CT, UNITED STATES, 06484-1000",https://www.hubbell.com,2015-12-31,2014-12-31,3390400000.0,3359400000.0,277300000.0,325300000.0,1091800000.0,1109000000.0,0.9227838304459131,-14.755610205963727,-1.550946798917944
HUM,Common Stock,Humana Inc,"Humana Inc. (HUM), headquartered in Louisville, Kentucky, is a prominent American health insurance organization that specializes in a comprehensive portfolio of health and wellness solutions. The company focuses on Medicare Advantage plans, individual and family health insurance, and various specialty products designed to elevate care quality and foster healthier lifestyles for its members. With a strong emphasis on innovation, Humana utilizes advanced analytics and technology to enhance healthcare delivery and outcomes, thereby establishing itself as a leader in the dynamic and competitive healthcare sector.",49071,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"HUMANA BUILDING, LOUISVILLE, KY, UNITED STATES, 40202",https://www.humana.com,2015-12-31,2014-12-31,54289000000.0,48500000000.0,1276000000.0,1147000000.0,54289000000.0,48500000000.0,11.936082474226804,11.246730601569311,11.936082474226804
HBAN,Common Stock,Huntington Bancshares Incorporated,"Huntington Bancshares Incorporated is a leading regional bank holding company headquartered in Columbus, Ohio, specializing in a comprehensive suite of financial services that includes retail and commercial banking, wealth management, and investment solutions. With a significant footprint across the Midwest, Huntington leverages innovative banking technology and a customer-first approach to enhance its competitive position in the financial sector. The company's growth strategy encompasses both strategic acquisitions and organic development, contributing to its consistent profitability and shareholder value. Huntington is dedicated to building long-lasting relationships with customers while delivering exceptional service in a rapidly evolving banking landscape.",49196,NASDAQ,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"HUNTINGTON CENTER, COLUMBUS, OH, UNITED STATES, 43287",https://www.huntington.com,2015-12-31,2014-12-31,3151000000.0,2955641000.0,692957000.0,632392000.0,2887000000.0,2735331000.0,6.609699892510626,9.57712937545067,5.544813406494498
HII,Common Stock,Huntington Ingalls Industries Inc,"Huntington Ingalls Industries Inc. (HII) stands as the leading military shipbuilding enterprise in the United States, specializing in the construction and maintenance of surface combatants, submarines, and amphibious assault ships. The company not only supports national defense and maritime security but also provides a comprehensive suite of professional services to government and industry sectors. Leveraging its advanced engineering techniques and strong industry partnerships, HII is well-positioned to deliver innovative solutions while maintaining a focus on operational excellence and sustainability. This strategic positioning within the defense industrial base makes HII an appealing investment opportunity for institutional investors seeking reliable exposure to the defense sector.",1501585,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"4101 WASHINGTON AVENUE, NEWPORT NEWS, VA, UNITED STATES, 23607",https://www.hii.com,2015-12-31,2014-12-31,7020000000.0,6957000000.0,404000000.0,338000000.0,1503000000.0,1417000000.0,0.9055627425614489,19.526627218934912,6.069160197600565
IBM,Common Stock,International Business Machines,"International Business Machines Corporation (IBM) is a prominent American multinational technology company headquartered in Armonk, New York, with operations spanning over 170 countries. Established in 1911, IBM has established itself as a leader in innovation through its diverse offerings in hardware, software, and consulting services, with an increasing emphasis on artificial intelligence, quantum computing, and cloud solutions. The company is recognized for its strong research capabilities, having achieved the distinction of securing the most annual U.S. patents for 28 consecutive years, reflecting its dedication to pioneering technology. With a legacy that includes groundbreaking inventions like the ATM and relational database, IBM continues to evolve and play a critical role in advancing technological solutions across various sectors, adapting to the ever-changing digital landscape.",51143,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"ONE NEW ORCHARD ROAD, ARMONK, NY, UNITED STATES, 10504",https://www.ibm.com,2015-12-31,2014-12-31,81742000000.0,92793000000.0,13190000000.0,12022000000.0,40684000000.0,46407000000.0,-11.90930350349703,9.7155215438363,-12.332191264248928
IEX,Common Stock,IDEX Corporation,"IDEX Corporation (IEX), based in Northbrook, Illinois, is a prominent leader in the design, development, and manufacturing of fluidics systems and specialty engineered products across various sectors, including healthcare, fire and safety, and industrial markets. The company is committed to enhancing operational efficiency and safety through innovative solutions and has positioned itself for growth by emphasizing sustainability and technology integration. With a track record of robust financial performance and strategic acquisitions, IDEX is poised to leverage emerging market opportunities, delivering long-term value and growth potential for its shareholders.",832101,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"3100 SANDERS ROAD, NORTHBROOK, IL, UNITED STATES, 60062",https://www.idexcorp.com,2015-12-31,2014-12-31,2020668000.0,2147767000.0,282807000.0,279386000.0,941315000.0,987415000.0,-5.917727574732268,1.2244708038341219,-4.668756298010462
IDXX,Common Stock,IDEXX Laboratories Inc,"IDEXX Laboratories, Inc. is a premier American multinational company dedicated to advancing diagnostics and software solutions for veterinary, livestock, and water testing markets. Renowned for its innovative technologies, IDEXX significantly enhances veterinary care quality while providing robust testing solutions to agricultural industries. The company’s strong commitment to research and development not only supports its growth trajectory but also positions it favorably in response to the rising global demand for animal health services and food safety. With a unique focus on the companion animal sector, IDEXX continues to lead in driving improvements in health outcomes across diverse animal populations.",874716,NASDAQ,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"ONE IDEXX DRIVE, WESTBROOK, ME, UNITED STATES, 04092",https://www.idexx.com,2015-12-31,2014-12-31,1601892000.0,1485807000.0,192078000.0,181906000.0,890270000.0,816116000.0,7.812925904912279,5.5918991127285524,9.086208333129115
ITW,Common Stock,Illinois Tool Works Inc,"Illinois Tool Works Inc. (ITW) is a leading diversified industrial manufacturer headquartered in the United States, specializing in engineered fasteners and components, as well as equipment and consumable systems across multiple sectors. With a broad and innovative product portfolio, ITW is strategically positioned to capitalize on technological advancements and operational efficiencies, ensuring high-quality solutions tailored to customer needs. The company's commitment to sustainability and shareholder value is reflected in its consistent financial performance and dedication to strategic acquisitions and organic growth initiatives, positioning ITW for continued success in a competitive global landscape.",49826,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"155 HARLEM AVENUE, GLENVIEW, IL, UNITED STATES, 60025",https://www.itw.com,2015-12-31,2014-12-31,13405000000.0,14484000000.0,1899000000.0,2946000000.0,5286000000.0,5569000000.0,-7.449599558133111,-35.53971486761711,-5.0817022804812355
INCY,Common Stock,Incyte Corporation,"Incyte Corporation, based in Wilmington, Delaware, is a leading biopharmaceutical firm specializing in the development of innovative therapies for oncology and other critical diseases. Founded in 1991, the company has established a strong commercial presence with its flagship product, Jakafi, which is used to treat myelofibrosis and polycythemia vera, while also advancing a diverse pipeline of candidates targeting various cancer types. Incyte's dedication to precision medicine and its collaborative approach to research underscore its pivotal role in addressing unmet medical needs in the healthcare landscape. With a focus on scientific innovation, Incyte aims to enhance patient outcomes and solidify its status as a key player in biopharma.",879169,NASDAQ,USD,USA,HEALTHCARE,BIOTECHNOLOGY,"1801 AUGUSTINE CUT-OFF, WILMINGTON, DE, UNITED STATES, 19803",https://www.incyte.com,2015-12-31,2014-12-31,753751000.0,511495000.0,6531000.0,-48481000.0,704337500.0,467078000.0,47.36233980781826,-113.471256781007,50.796547899922494
IR,Common Stock,Ingersoll Rand Inc,"Ingersoll Rand Inc. (IR), founded in 1859, stands as a premier global provider of innovative industrial equipment and technologies, catering to various sectors with a robust portfolio that includes high-quality compressed air systems, vacuum solutions, and power tools. The company's commitment to sustainability and efficiency underpins its mission to deliver sustainable productivity to customers worldwide. With a strong emphasis on energy-efficient technologies and automation solutions, Ingersoll Rand is strategically positioned for growth in an evolving industrial landscape, making it an attractive investment opportunity for institutional investors.",1699150,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"525 HARBOUR PLACE DRIVE, DAVIDSON, NC, UNITED STATES, 28036",https://www.irco.com,2015-12-31,2014-12-31,2126900000.0,2570005000.0,-351200000.0,-135023000.0,779100000.0,936781000.0,-17.24140614512423,160.1038341615873,-16.83221585407902
PODD,Common Stock,Insulet Corporation,"Insulet Corporation (PODD) is a pioneering company in the field of insulin delivery systems, dedicated to enhancing the quality of life for individuals with insulin-dependent diabetes through innovative technology. Based in Acton, Massachusetts, Insulet is renowned for its Omnipod® Insulin Management System, a revolutionary tubeless, wearable pump that provides patients with unprecedented flexibility and ease of use. With a robust commitment to advancing diabetes care, Insulet is actively expanding its technological offerings and global footprint, solidifying its position as a leader in the diabetes management market.",1145197,NASDAQ,USD,USA,HEALTHCARE,MEDICAL DEVICES,"100 NAGOG PARK, ACTON, MA, UNITED STATES, 01720",https://www.insulet.com,2015-12-31,2014-12-31,263893000.0,288720000.0,-73520000.0,-51500000.0,133271000.0,143288000.0,-8.59898863951233,42.75728155339806,-6.990815699849255
INTC,Common Stock,Intel Corporation,"Intel Corporation, headquartered in Santa Clara, California, is a preeminent player in the global semiconductor industry, known as the world's largest chip manufacturer by revenue. The company revolutionized personal computing with its x86 microprocessors, which dominate the market. In response to shifting industry demands, Intel is strategically evolving its offerings to emphasize data-centric technologies, artificial intelligence, and cloud solutions, positioning itself at the forefront of the next generation of computing. With a robust emphasis on innovation and a commitment to extensive R&D, Intel continues to enhance its competitive advantage in an increasingly interconnected world.",50863,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2200 MISSION COLLEGE BOULEVARD, SANTA CLARA, CA, UNITED STATES, 95054-1549",https://www.intel.com,2015-12-31,2014-12-31,55355000000.0,55870000000.0,11420000000.0,11704000000.0,34679000000.0,35609000000.0,-0.9217827098621801,-2.426520847573479,-2.611699289505462
