symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,latest_fiscal_date,previous_fiscal_date,latest_revenue,previous_revenue,latest_net_income,previous_net_income,latest_gross_profit,previous_gross_profit,latest_revenue_growth_%,latest_net_income_growth_%,latest_gross_profit_growth_%
EA,Common Stock,Electronic Arts Inc,"Electronic Arts Inc. (EA) is a premier American video game company based in Redwood City, California, recognized for its influential role in the development and publishing of interactive entertainment software. As the second-largest gaming entity by revenue and market capitalization in the Americas and Europe, EA offers a robust portfolio of iconic franchises, including FIFA, Madden NFL, and The Sims. The company is focused on innovation and player engagement, effectively leveraging live services and subscription models to enhance its digital presence, thereby strategically positioning itself for sustained growth in an increasingly competitive gaming landscape.",712515,NASDAQ,USD,USA,COMMUNICATION SERVICES,ELECTRONIC GAMING & MULTIMEDIA,"209 REDWOOD SHORES PARKWAY, REDWOOD CITY, CA, UNITED STATES, 94065",https://www.ea.com,2025-03-31,2024-03-31,7463000000.0,7562000000.0,1121000000.0,1273000000.0,5920000000.0,5852000000.0,-1.3091774662787623,-11.940298507462686,1.1619958988380041
ELV,Common Stock,Elevance Health Inc,"Elevance Health Inc. is a prominent health benefits provider headquartered in Indianapolis, Indiana, focusing on delivering a comprehensive range of health insurance and wellness services. The company utilizes cutting-edge data analytics and technology to enhance consumer health outcomes through personalized care solutions. Operating across multiple segments, including individual and group insurance, Elevance emphasizes value-based care to meet the dynamic needs of its members. Furthermore, through strategic acquisitions and partnerships, Elevance is strategically expanding its presence in the healthcare industry, positioning itself as a transformative leader in improving efficiency and health interactions.",1156039,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"220 VIRGINIA AVENUE, INDIANAPOLIS, IN, UNITED STATES, 46204",https://www.elevancehealth.com,2024-12-31,2023-12-31,176810000000.0,171340000000.0,5980000000.0,5987000000.0,176810000000.0,171340000000.0,3.1924827827710986,-0.11691999331885754,3.1924827827710986
EME,Common Stock,EMCOR Group Inc,"EMCOR Group, Inc. (EME) is a premier provider of mechanical and electrical construction services in the United States, excelling in the design, installation, and maintenance of sophisticated systems for a diverse range of sectors, including commercial, industrial, and governmental. Based in Norwalk, Connecticut, the company harnesses its deep industry knowledge and technical expertise to offer innovative solutions that promote operational efficiency and sustainability. EMCOR's unwavering dedication to safety, quality, and customer satisfaction, paired with its comprehensive service portfolio, solidifies its status as a reliable partner within the construction sector, making it an attractive investment opportunity for institutional investors seeking stability and growth potential.",105634,NYSE,USD,USA,INDUSTRIALS,ENGINEERING & CONSTRUCTION,"301 MERRITT SEVEN, NORWALK, CT, UNITED STATES, 06851-1092",https://www.emcorgroup.com,2024-12-31,2023-12-31,14566116000.0,12582873000.0,1007145000.0,632994000.0,2765051000.0,2089339000.0,15.761448120790856,59.10814320514886,32.34094610783602
EMR,Common Stock,Emerson Electric Company,"Emerson Electric Company (Ticker: EMR) is a leading American multinational headquartered in Ferguson, Missouri, specializing in automation solutions and technology-driven services for diverse industrial, commercial, and consumer sectors. With a robust product portfolio, Emerson offers innovative solutions that enhance operational efficiency and sustainability, positioning itself as a key partner in the global industrial landscape. The company leverages its extensive engineering expertise and commitment to innovation to deliver high-quality products and services, making it a compelling choice for investors seeking exposure to advancements in automation and control technologies.",32604,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"8027 FORSYTH BLVD., SAINT LOUIS, MO, UNITED STATES, 63105",https://www.emerson.com,2025-09-30,2024-09-30,18016000000.0,17492000000.0,2293000000.0,1968000000.0,9519000000.0,8885000000.0,2.995655156643037,16.51422764227642,7.135621834552616
ETR,Common Stock,Entergy Corporation,"Entergy Corporation (ETR) is a prominent integrated energy company primarily engaged in the generation and distribution of electric power across the Deep South region of the United States. The company boasts a diverse energy portfolio that includes nuclear, natural gas, and renewable energy, underscoring its commitment to sustainability and a cleaner energy future. Serving millions of residential and commercial customers through its regulated utilities, Entergy is dedicated to providing reliable electricity while enhancing its environmental stewardship efforts. With strategic investments in operational excellence and innovation, Entergy is well-placed to generate long-term value for shareholders in an evolving energy landscape.",65984,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"639 LOYOLA AVENUE, NEW ORLEANS, LA, UNITED STATES, 70113",https://www.entergy.com,2024-12-31,2023-12-31,11879653000.0,12147412000.0,1061184000.0,2362310000.0,5738287000.0,5329436000.0,-2.2042472915218485,-55.07854599946662,7.671562244109883
EOG,Common Stock,EOG Resources Inc,"EOG Resources, Inc. (EOG) is a leading independent oil and gas company based in Houston, Texas, renowned for its expertise in the exploration, development, and production of hydrocarbon resources. As one of the largest operators in the U.S., EOG boasts a diversified asset base with significant holdings in premier resource plays across domestic basins. The company is distinguished by its focus on operational excellence and technological advancements, which enhance production efficiency and resource management. Committed to sustainable practices, EOG is strategically positioned to adapt to the dynamic global energy market, delivering long-term value to its investors and stakeholders.",821189,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"1111 BAGBY STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.eogresources.com,2024-12-31,2023-12-31,23378000000.0,23182000000.0,6403000000.0,7594000000.0,17698000000.0,18236000000.0,0.8454835648347856,-15.683434290229128,-2.950208379030489
EPAM,Common Stock,EPAM Systems Inc,"EPAM Systems, Inc. is a premier global provider of digital platform engineering and software development services, serving a wide array of industries across North America, Europe, and Asia. Based in Newtown, Pennsylvania, the company harnesses its deep technological expertise and focus on digital transformation to deliver innovative solutions that enhance client business performance. With a robust footprint in emerging markets and a relentless commitment to quality and continuous improvement, EPAM is strategically positioned to seize growth opportunities in the ever-evolving demand for integrated, scalable digital services.",1352010,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"41 UNIVERSITY DRIVE, NEWTOWN, PA, UNITED STATES, 18940",https://www.epam.com,2024-12-31,2023-12-31,4727940000.0,4690540000.0,454533000.0,417083000.0,1450443000.0,1434026000.0,0.7973495588994017,8.979028155067455,1.144818852656786
EQT,Common Stock,EQT Corporation,"EQT Corporation is a prominent player in the U.S. natural gas sector, based in Pittsburgh, Pennsylvania, specializing in the development and production of natural gas from prolific shale formations, specifically the Marcellus and Utica Shales. As one of the largest independent natural gas producers in the country, EQT employs cutting-edge technology and emphasizes operational efficiency to foster sustainable growth and maximize shareholder returns. The company is dedicated to environmental responsibility and is instrumental in the shift toward cleaner energy solutions, with strategic initiatives and a robust asset base that position it advantageously for the evolving natural gas market.",33213,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"625 LIBERTY AVENUE, PITTSBURGH, PA, UNITED STATES, 15222",https://www.eqt.com,2024-12-31,2023-12-31,5222192000.0,5069982000.0,230577000.0,1735232000.0,767219000.0,941579000.0,3.0021802838747753,-86.7120362003467,-18.517830155515362
EFX,Common Stock,Equifax Inc,"Equifax Inc. is a premier American multinational consumer credit reporting agency, ranking among the top three players in the industry alongside Experian and TransUnion. The company delivers a wide array of credit and demographic data solutions that enable businesses to make informed decisions, while also offering consumer-focused services such as credit monitoring and fraud prevention. With a robust commitment to innovation and advanced data analytics, Equifax is well-positioned to drive growth and maintain its pivotal role in the dynamic financial services sector. As digital transformation reshapes the landscape, Equifax's strategic focus on security and consumer awareness further solidifies its relevance and competitive edge.",33185,NYSE,USD,USA,INDUSTRIALS,CONSULTING SERVICES,"1550 PEACHTREE STREET, NW, ATLANTA, GA, UNITED STATES, 30309",https://www.equifax.com,2024-12-31,2023-12-31,5681100000.0,5265200000.0,604100000.0,545300000.0,3162400000.0,2930100000.0,7.899035174352351,10.783055198973042,7.928057062898877
EQIX,Common Stock,Equinix Inc,"Equinix, Inc. is a premier global provider of interconnection and data center services, headquartered in Redwood City, California. Operating over 220 data centers in 27 countries, Equinix plays a crucial role in enabling seamless connectivity among businesses, networks, and cloud service providers, which is essential for digital transformation in today's interconnected landscape. The company offers a comprehensive suite of services including colocation, interconnection, and cloud solutions, positioning it as a vital component of enterprise digital infrastructure. With a growing emphasis on data-driven solutions across diverse sectors, Equinix is strategically positioned to leverage increasing demand in the digital economy, reinforcing its leadership in the industry.",1101239,NASDAQ,USD,USA,REAL ESTATE,REIT - SPECIALTY,"ONE LAGOON DRIVE, REDWOOD CITY, CA, UNITED STATES, 94065-1562",https://www.equinix.com,2024-12-31,2023-12-31,8748000000.0,8188136000.0,815000000.0,969178000.0,4281000000.0,3960000000.0,6.837502454771147,-15.908120077013715,8.106060606060606
EQR,Common Stock,Equity Residential,"Equity Residential (EQR) is a leading publicly traded real estate investment trust (REIT) focused on the acquisition, development, and management of high-quality apartment communities across the United States. The company maintains a well-diversified portfolio in prime urban and suburban markets, strategically positioned to benefit from strong demographic trends that drive rental demand. Committed to maximizing shareholder value, Equity Residential prioritizes operational efficiency and sustainability while enhancing tenant experiences, reinforcing its status as a key player in the multifamily housing sector.",906107,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"TWO NORTH RIVERSIDE PLAZA, CHICAGO, IL, UNITED STATES, 60606-2609",https://www.equityapartments.com,2024-12-31,2023-12-31,2980108000.0,2873964000.0,1035831000.0,835438000.0,1885543000.0,2179311000.0,3.6932960886079296,23.98657949482786,-13.479856707005103
ERIE,Common Stock,Erie Indemnity Company,"Erie Indemnity Company, headquartered in Erie, Pennsylvania, acts as the administrative agent for the Erie Insurance Exchange, overseeing the management and distribution of a diverse portfolio of insurance products across the United States. The company plays an integral role within the Erie Insurance Group, which encompasses a wide range of offerings, including property, casualty, and life insurance. Renowned for its commitment to exceptional customer service and active community engagement, Erie Indemnity is well-equipped to leverage ongoing demand for innovative insurance solutions amidst evolving market conditions, positioning itself as a stable player in the insurance sector.",922621,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"100 ERIE INSURANCE PLACE, ERIE, PA, UNITED STATES, 16530",https://www.erieinsurance.com,2024-12-31,2023-12-31,3795115000.0,3268940000.0,600314000.0,446061000.0,676455000.0,560532000.0,16.0961963205198,34.581144731325985,20.68088886985935
ESS,Common Stock,Essex Property Trust Inc,"Essex Property Trust Inc. is a prominent publicly traded real estate investment trust (REIT) specializing in the acquisition, development, and management of high-quality apartment communities primarily located in major West Coast markets, including California and Washington. The company strategically targets urban and coastal areas to leverage favorable demographic trends and robust rental demand. Known for its commitment to sustainability and innovation, Essex enhances tenant satisfaction while maintaining a diverse portfolio. With a disciplined capital allocation strategy and strong operational capabilities, Essex is well-equipped to deliver sustained value and growth for its investors in the competitive multifamily housing sector.",920522,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"1100 PARK PLACE, SAN MATEO, CA, UNITED STATES, 94403",https://www.essexapartmenthomes.com,2024-12-31,2023-12-31,1774450000.0,1669395000.0,741522000.0,405825000.0,1207635000.0,1137347000.0,6.292998361681927,82.7196451672519,6.179996078593429
EL,Common Stock,Estee Lauder Companies Inc,"The Estee Lauder Companies Inc. is a premier American multinational corporation specializing in high-quality skincare, makeup, fragrance, and hair care products, with a substantial portfolio of prestigious brands. Based in Midtown Manhattan, Estee Lauder effectively harnesses a comprehensive global distribution strategy that integrates cutting-edge digital commerce with established retail channels to enhance market penetration and customer loyalty. The company’s unwavering dedication to innovation and sustainable practices not only sets it apart in the dynamic beauty industry but also positions it as a compelling investment opportunity for institutional investors looking to capitalize on growth within the luxury consumer goods sector.",1001250,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"767 FIFTH AVENUE, NEW YORK, NY, UNITED STATES, 10153",https://www.elcompanies.com,2025-06-30,2024-06-30,14288000000.0,15608000000.0,-1133000000.0,390000000.0,10558000000.0,11184000000.0,-8.457201435161457,-390.5128205128205,-5.59728183118741
EG,Common Stock,Everest Group Ltd,"Everest Group Ltd. is a prominent provider of reinsurance and insurance solutions, headquartered in Hamilton, Bermuda, with operations spanning the United States and numerous international markets. Capitalizing on its extensive industry expertise and strong capital foundation, the company delivers innovative risk management solutions tailored to meet client needs. With a strategic focus on forging valuable partnerships and offering a diverse product portfolio, Everest Group is strategically positioned to adapt to the evolving insurance landscape and seize emerging growth opportunities.",1095073,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - REINSURANCE,"SEON PLACE, HAMILTON, BERMUDA, HM 19",https://www.everestglobal.com,2024-12-31,2023-12-31,17076000000.0,14464000000.0,1373000000.0,2517000000.0,5771000000.0,6037000000.0,18.058628318584073,-45.45093365117203,-4.406162000993871
EVRG,Common Stock,"Evergy, Inc.","Evergy, Inc. is a leading investor-owned utility operating across Kansas and Missouri, serving about 1.6 million customers with a focus on dependable electric service and sustainable energy solutions. Resulting from the merger of Westar Energy and Great Plains Energy, Evergy is at the forefront of the transition to clean energy, actively pursuing initiatives to reduce its carbon emissions and strengthen infrastructure. The company promotes a diverse energy portfolio that aligns with its commitment to environmental stewardship while delivering value to shareholders and supporting the economic vitality of its communities.",1711269,NASDAQ,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"1200 MAIN STREET, KANSAS CITY, MO, UNITED STATES, 64105",https://investors.evergy.com,2024-12-31,2023-12-31,5823700000.0,5485300000.0,873500000.0,731300000.0,1897000000.0,1666100000.0,6.169215904326108,19.444824285518937,13.858711962067103
ES,Common Stock,Eversource Energy,"Eversource Energy (ES) is a prominent publicly traded utility company headquartered in Hartford, Connecticut, and Boston, Massachusetts, recognized on the Fortune 500 list. Serving approximately 4 million customers across Connecticut, Massachusetts, and New Hampshire, Eversource is a leader in the transmission and distribution of electricity and natural gas. The company prioritizes sustainability and innovation, with a robust commitment to enhancing energy efficiency and expanding its renewable energy initiatives. Eversource's strategic investments in infrastructure and technology position it as a key player in the transition toward a cleaner and more sustainable energy future.",72741,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"300 CADWELL DRIVE, SPRINGFIELD, MA, UNITED STATES, 01104",https://www.eversource.com,2024-12-31,2023-12-31,11900809000.0,11910705000.0,811653000.0,-442240000.0,3703610000.0,4846761000.0,-0.0830849223450669,-283.532244934877,-23.58587518551049
EXC,Common Stock,Exelon Corporation,"Exelon Corporation (Ticker: EXC) is a prominent American energy provider and one of the largest utilities in the United States, headquartered in Chicago, Illinois. As a Fortune 100 company, Exelon boasts a diversified portfolio encompassing nuclear, solar, and wind generation assets, enabling it to deliver reliable electricity to millions of customers across multiple states. With a steadfast commitment to advancing clean energy solutions and enhancing grid resilience, Exelon is strategically positioned to lead the transition to a sustainable energy future. The company's focus on innovation and regulatory compliance further reinforces its ability to adapt to the evolving energy market, ensuring long-term value for its stakeholders.",1109357,NASDAQ,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"10 SOUTH DEARBORN STREET, CHICAGO, IL, UNITED STATES, 60680-5379",https://www.exeloncorp.com,2024-12-31,2023-12-31,23028000000.0,21727000000.0,2460000000.0,2328000000.0,9405000000.0,8927000000.0,5.987941271229346,5.670103092783505,5.354542399462305
EXE,Common Stock,Expand Energy Corporation,"Expand Energy Corporation (EXE) is an independent exploration and production company headquartered in Oklahoma City, Oklahoma, that specializes in the development of oil and natural gas resources throughout the United States. The company is dedicated to sustainable energy practices, utilizing advanced technologies to maximize production efficiency and strategically targeting high-potential reserves. Focused on enhancing shareholder value, Expand Energy employs disciplined capital allocation and a strong operational framework, thereby establishing itself as a significant contributor in the domestic energy landscape.",895126,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"6100 NORTH WESTERN AVENUE, OKLAHOMA CITY, OK, UNITED STATES, 73118",https://www.expandenergy.com,2024-12-31,2023-12-31,4221000000.0,7775000000.0,-714000000.0,2419000000.0,1141000000.0,5039000000.0,-45.71061093247589,-129.51632906159568,-77.35661837666203
EXPE,Common Stock,Expedia Group Inc.,"Expedia Group, Inc. is a leading online travel shopping platform in the United States, catering to both consumers and small businesses through a diverse portfolio of renowned brands such as Expedia.com, Vrbo, and Hotels.com. The company leverages advanced technology to enhance user experience, offering personalized travel solutions and fare aggregation services. As a key player in the global travel industry, Expedia Group is committed to innovation and market expansion, positioning itself to capitalize on the increasing demand for digital travel services. Its strategic initiatives are aimed at redefining the travel planning process in an increasingly digital landscape.",1324424,NASDAQ,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"1111 EXPEDIA GROUP WAY WEST, SEATTLE, WA, UNITED STATES, 98119",https://www.expediagroup.com,2024-12-31,2023-12-31,13691000000.0,12839000000.0,1234000000.0,797000000.0,12248000000.0,11266000000.0,6.636030843523639,54.8306148055207,8.716492100124269
EXPD,Common Stock,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. (EXPD) is a premier logistics and freight forwarding company based in Seattle, Washington, recognized for its extensive global network and innovative supply chain solutions. Specializing in air and ocean freight forwarding, customs brokerage, and distribution services, Expeditors leverages cutting-edge technology and data analytics to optimize operational efficiency and meet the unique needs of its diverse clientele. Committed to sustainability and customer-centric practices, the company is well-positioned for continued growth and remains a significant player in the evolving global logistics landscape.",746515,NASDAQ,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"STERLING PLAZA 2, BELLEVUE, WA, UNITED STATES, 98006",https://www.expeditors.com,2024-12-31,2023-12-31,10600515000.0,9300110000.0,810073000.0,752883000.0,1349040000.0,1245476000.0,13.98268407577975,7.596133795025256,8.315214424043498
EXR,Common Stock,Extra Space Storage Inc,"Extra Space Storage Inc. (EXR), headquartered in Cottonwood Heights, Utah, is a premier real estate investment trust (REIT) specializing in self-storage property management, acquisition, and development throughout the United States. With a diverse portfolio exceeding 2,200 facilities, the company excels in providing secure and accessible storage solutions tailored to both residential and commercial clients. Renowned for its innovative strategies and commitment to customer satisfaction, Extra Space Storage leverages advanced technology to enhance service delivery and operational efficiency, ensuring sustained growth and competitive financial performance. As a publicly traded firm, EXR is dedicated to maximizing shareholder value through strategic expansion and effective management practices.",1289490,NYSE,USD,USA,REAL ESTATE,REIT - INDUSTRIAL,"2795 EAST COTTONWOOD PARKWAY, SALT LAKE CITY, UT, UNITED STATES, 84121-7033",https://www.extraspace.com,2024-12-31,2023-12-31,3337904000.0,2615079000.0,854681000.0,803198000.0,2547117000.0,2021081000.0,27.640656362580252,6.409752016314782,26.027457583342777
XOM,Common Stock,Exxon Mobil Corp,"Exxon Mobil Corporation, headquartered in Irving, Texas, is a premier multinational oil and gas company and the largest successor to the iconic Standard Oil. Established through the merger of Exxon and Mobil in 1999, it boasts a robust global presence with a comprehensive portfolio encompassing upstream exploration and production, downstream refining, and marketing, as well as a diverse array of petrochemical products. The company operates under renowned brands including Exxon, Mobil, and Esso, reinforcing its substantial market footprint. As a key contributor to the energy sector, ExxonMobil is committed to operational excellence and innovative strategies aimed at navigating the transition toward a more sustainable energy future.",34088,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"22777 SPRINGWOODS VILLAGE PARKWAY, SPRING, TX, UNITED STATES, 77389-1425",https://corporate.exxonmobil.com,2024-12-31,2023-12-31,339247000000.0,334697000000.0,33680000000.0,36010000000.0,76742000000.0,84142000000.0,1.3594385369453565,-6.4704248819772285,-8.794656651850444
FFIV,Common Stock,F5 Networks Inc,"F5 Networks, Inc. (FFIV), based in Seattle, Washington, is a premier provider of application delivery networking solutions, focusing on enhancing the availability, performance, and security of applications across multi-cloud environments. Their extensive portfolio includes services such as application and network security, access management, and online fraud prevention, which are critical for optimizing and safeguarding mission-critical applications. With a strong global footprint and a dedication to innovation, F5 enables organizations to effectively manage the complexities of modern IT infrastructures while securing their digital interactions.",1048695,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"801 5TH AVENUE, SEATTLE, WA, UNITED STATES, 98104",https://www.f5.com,2025-09-30,2024-09-30,3088072000.0,2816120000.0,692380000.0,566778000.0,2524344000.0,2258473000.0,9.656974844821955,22.160704896802628,11.77215755955462
FDS,Common Stock,FactSet Research Systems Inc,"FactSet Research Systems Inc. is a premier provider of integrated financial information and analytical applications, catering to investment professionals and corporate clients worldwide. Based in Norwalk, Connecticut, FactSet combines cutting-edge technology with extensive datasets to deliver actionable insights that inform strategic investment decisions. Renowned for its commitment to innovation, the company offers sophisticated tools that facilitate advanced financial modeling, reporting, and risk assessment, thereby establishing itself as a vital partner in the ever-evolving global financial market.",1013237,NYSE,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"45 GLOVER AVENUE, NORWALK, CT, UNITED STATES, 06850",https://www.factset.com,2025-08-31,2024-08-31,2321748000.0,2203056000.0,597040000.0,537126000.0,1223966000.0,1191111000.0,5.387607033139421,11.154552190733645,2.7583491379057032
FICO,Common Stock,Fair Isaac Corporation,"Fair Isaac Corporation (FICO) is a prominent global leader in data analytics and software solutions, committed to optimizing decision-making processes across industries such as financial services, healthcare, and telecommunications. The company's cutting-edge offerings, which include advanced analytics, machine learning, and risk management tools, enable clients to effectively mitigate risk, enhance operational efficiency, and improve customer engagement. Based in San Jose, California, FICO plays a pivotal role in driving intelligent business transformation globally, underpinned by its robust portfolio of innovative products and services.",814547,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"5 WEST MENDENHALL, BOZEMAN, MT, UNITED STATES, 59715",https://www.fico.com,2025-09-30,2024-09-30,1990869000.0,1717526000.0,651946000.0,512811000.0,1637147000.0,1369320000.0,15.914926469817633,27.131828295414877,19.559124236847484
FAST,Common Stock,Fastenal Company,"Fastenal Company, based in Winona, Minnesota, is a premier provider of industrial and construction supplies, with a robust presence through approximately 3,200 in-market locations. The company offers customized supply chain solutions designed to reduce inventory handling and waste, thereby improving operational efficiency for its diverse clientele. Fastenal's dedicated sales teams collaborate with businesses to optimize inventory management and procurement, solidifying the company's role as a vital partner in enhancing productivity and driving cost efficiencies across various sectors. With a strong commitment to customer service and innovation, Fastenal continues to strengthen its market leadership amid evolving industry needs.",815556,NASDAQ,USD,USA,INDUSTRIALS,INDUSTRIAL DISTRIBUTION,"2001 THEURER BOULEVARD, WINONA, MN, UNITED STATES, 55987-1500",https://www.fastenal.com,2024-12-31,2023-12-31,7546000000.0,7346700000.0,1150600000.0,1155000000.0,3401900000.0,3354500000.0,2.7127826098792656,-0.38095238095238093,1.4130272767923684
FRT,Common Stock,Federal Realty Investment Trust,"Federal Realty Investment Trust (FRT) is a premier real estate investment trust (REIT) focused on the ownership, operation, and development of high-quality retail and mixed-use properties situated in prime metropolitan markets across the Northeastern United States, Mid-Atlantic states, California, and South Florida. With a well-curated portfolio of strategically located shopping centers, FRT capitalizes on its deep market insights and strong tenant relationships to foster sustainable growth and enhance shareholder value. The company is committed to making strategic long-term investments that align with changing consumer trends, underscoring its resilience and adaptability in the dynamic retail sector.",34903,NYSE,USD,USA,REAL ESTATE,REIT - RETAIL,"909 ROSE AVENUE, NORTH BETHESDA, MD, UNITED STATES, 20852-4041",https://www.federalrealty.com,2024-12-31,2023-12-31,1202452000.0,1132154000.0,295208000.0,236985000.0,810653000.0,769059000.0,6.209225953359701,24.568221617401946,5.408427701905836
FDX,Common Stock,FedEx Corporation,"FedEx Corporation, a leading American multinational logistics and delivery services company headquartered in Memphis, Tennessee, specializes in providing a diverse range of transportation, e-commerce, and supply chain services. Established with a commitment to innovation and customer satisfaction, FedEx operates through multiple segments, including Express, Ground, Freight, and Trade Networks, allowing it to maintain a robust global presence. With a strong emphasis on technology and sustainability, the company is continuously evolving to meet the demands of a dynamic marketplace, positioning itself as a key player in the logistics industry. FedEx's extensive network and reputation for reliability make it a critical partner for businesses worldwide, driving efficiencies in supply chain management and enabling seamless global trade.",1048911,NYSE,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"942 SOUTH SHADY GROVE ROAD, MEMPHIS, TN, UNITED STATES, 38120",https://www.fedex.com,2025-05-31,2024-05-31,87926000000.0,87693000000.0,4092000000.0,4331000000.0,18995000000.0,18952000000.0,0.2656996567570958,-5.5183560378665435,0.22688898269311947
FIS,Common Stock,Fidelity National Information Services Inc,"Fidelity National Information Services Inc (FIS) is a prominent American financial services technology company headquartered in Jacksonville, Florida, with a global workforce of around 63,000 employees. As a Fortune 500 entity, FIS specializes in delivering an extensive array of innovative FinTech solutions, categorized into three main segments: Merchant Solutions, Banking Solutions, and Capital Market Solutions. The company is recognized for its commitment to enhancing financial transactions and processes, empowering clients with cutting-edge technology and insights to thrive in a rapidly evolving market landscape.",1136893,NYSE,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"347 RIVERSIDE AVENUE, JACKSONVILLE, FL, UNITED STATES, 32202",https://www.fisglobal.com,2024-12-31,2023-12-31,10127000000.0,9831000000.0,1450000000.0,-6655000000.0,3804000000.0,3656000000.0,3.0108839385616926,-121.78812922614574,4.048140043763676
FITB,Common Stock,Fifth Third Bancorp,"Fifth Third Bancorp, based in Cincinnati, Ohio, is a prominent diversified bank holding company that operates primarily through its subsidiary, Fifth Third Bank. It offers a comprehensive range of financial services, including retail and commercial banking, wealth management, and investment solutions, firmly establishing itself as a significant entity in the U.S. banking industry. The bank is dedicated to innovation and enhancing customer experiences while prioritizing community engagement and sustainable growth. With millions of customers served through its extensive branch network, Fifth Third Bancorp is actively pursuing expansion opportunities and strategic partnerships to navigate the evolving financial landscape.",35527,NASDAQ,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"38 FOUNTAIN SQUARE PLAZA, CINCINNATI, OH, UNITED STATES, 45263",https://www.53.com,2024-12-31,2023-12-31,13049000000.0,12355000000.0,2314000000.0,2349000000.0,7723000000.0,7907000000.0,5.617159044921085,-1.489995742869306,-2.3270519792588846
FSLR,Common Stock,First Solar Inc,"First Solar, Inc. is a leading global provider of solar photovoltaic (PV) solutions, headquartered in Tempe, Arizona. With a robust portfolio that spans the United States, Japan, France, Canada, India, and Australia, First Solar specializes in the design, manufacture, and installation of advanced solar technology, prominently featuring its cutting-edge thin-film modules. The company is committed to sustainability and innovation, positioning itself at the forefront of the renewable energy sector by contributing to the transition towards a low-carbon future. With a strong emphasis on reducing the levelized cost of solar energy, First Solar is well-positioned to capitalize on the growing global demand for solar energy solutions.",1274494,NASDAQ,USD,USA,TECHNOLOGY,SOLAR,"350 WEST WASHINGTON STREET, TEMPE, AZ, UNITED STATES, 85288",https://www.firstsolar.com,2024-12-31,2023-12-31,4206289000.0,3318602000.0,1292044000.0,830777000.0,1857864000.0,1300679000.0,26.74882375168821,55.522360392740765,42.838009993242
FE,Common Stock,FirstEnergy Corporation,"FirstEnergy Corporation is a prominent electric utility holding company headquartered in Akron, Ohio, specializing in the generation, transmission, and distribution of electricity. With a diverse portfolio of subsidiaries, the company serves millions of customers across multiple states, making it a vital contributor to the regional energy landscape. FirstEnergy is actively engaged in promoting energy management solutions and innovative technologies, reinforcing its commitment to sustainability and grid reliability as it adapts to evolving energy demands.",1031296,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"76 SOUTH MAIN STREET, AKRON, OH, UNITED STATES, 44308",https://www.firstenergycorp.com,2024-12-31,2023-12-31,13472000000.0,12870000000.0,978000000.0,1102000000.0,9096000000.0,8224000000.0,4.677544677544677,-11.252268602540836,10.603112840466926
