symbol,asset_type,name,description,cik,exchange,currency,country,sector,industry,address,official_site,fiscal_year_end,latest_quarter,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,analyst_rating_strong_buy,analyst_rating_buy,analyst_rating_hold,analyst_rating_sell,analyst_rating_strong_sell,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,fifty_two_week_high,fifty_two_week_low,fifty_day_moving_average,two_hundred_day_moving_average,shares_outstanding,shares_float,percent_insiders,percent_institutions,dividend_date,ex_dividend_date
CFG,Common Stock,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc. (CFG) is a prominent American banking institution based in Providence, Rhode Island, delivering a comprehensive suite of financial services that cater to both retail and commercial clients. The bank's operations encompass loans, mortgages, and investment products, bolstered by an extensive branch network and advanced digital banking solutions. With a robust capital position and a strategic focus on customer-centric innovation, Citizens is strategically positioned to capitalize on growth opportunities, particularly within the Northeastern U.S. market. The commitment to service excellence further enhances its competitive edge in the evolving financial landscape.",759944,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"ONE CITIZENS PLAZA, PROVIDENCE, RI, UNITED STATES, 02903",https://www.citizensbank.com,December,2025-09-30,21274956000.0,0.0,13.81,0.263,54.97,1.68,0.0347,3.57,17.07,0.229,0.32,0.0077,0.0671,7443000000.0,7443000000.0,3.57,0.364,0.136,61.77,5,13,4,0,0,13.81,10.55,2.858,0.988,4.807,0.0,1.143,55.24,31.96,51.26,45.09,431453000,427091000,0.715,98.174,2025-11-12,2025-10-29
CLX,Common Stock,The Clorox Company,"The Clorox Company (CLX), based in Oakland, California, is a prominent global manufacturer of consumer and professional products, specializing in cleaning, bleach, and personal care items. Renowned for its strong commitment to innovation and sustainability, Clorox effectively utilizes its established brand equity to expand market share across diverse categories. With a strategic emphasis on product diversification and operational efficiency, the company is well-positioned for sustained growth within the competitive consumer goods industry. Its extensive distribution network and agile response to evolving consumer trends further solidify Clorox's status as a critical player in the health and wellness sector, committed to enhancing lives through premium quality offerings.",21076,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"1221 BROADWAY, OAKLAND, CA, UNITED STATES, 94612-1888",https://www.thecloroxcompany.com,June,2025-06-30,14578733000.0,1397000000.0,18.36,3.445,2.616,4.9,0.0417,6.52,57.51,0.114,0.21,0.131,1.692,7104000000.0,3208000000.0,6.52,0.555,0.045,129.88,1,1,13,2,2,18.36,19.65,2.052,46.58,2.487,12.75,0.515,166.9,116.17,121.71,135.51,121774000,121874000,0.603,91.136,2025-11-06,2025-10-22
CME,Common Stock,CME Group Inc,"CME Group Inc. is the world’s leading financial derivatives exchange, based in Chicago, comprising major trading venues such as the Chicago Mercantile Exchange and the New York Mercantile Exchange. The firm enables trading across a wide spectrum of asset classes, including agricultural products, energy, metals, interest rates, and cryptocurrency futures, catering to diverse institutional needs. With a strong emphasis on risk management and technological innovation, CME Group plays a critical role in the global financial ecosystem, making it an attractive partner for institutional investors aiming to optimize their investment strategies through comprehensive derivatives solutions.",1156375,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"20 SOUTH WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60606",https://www.cmegroup.com,December,2025-06-30,96558465000.0,4547000000.0,25.91,5.59,77.13,4.8,0.0183,10.34,17.89,0.586,0.669,0.0174,0.136,6432700000.0,6432700000.0,10.34,0.161,0.104,282.56,3,4,7,1,3,25.91,22.78,15.01,3.448,15.05,18.13,0.427,288.09,204.81,267.62,263.85,360377000,358795000,0.451,91.461,2025-09-25,2025-09-09
CMS,Common Stock,CMS Energy Corporation,"CMS Energy Corporation (NYSE: CMS), based in Jackson, Michigan, stands as a premier energy provider focusing on electricity generation, transmission, and natural gas distribution. Through its subsidiary, Consumers Energy, the company efficiently serves approximately 6.7 million customers statewide. CMS Energy is committed to sustainability, proactively investing in renewable energy initiatives and modernizing its infrastructure to address growing energy demands. This strategic direction, paired with a dedication to exceptional customer service and community collaboration, positions CMS Energy as a leader in shaping Michigan's energy landscape while pursuing long-term value for its shareholders.",811156,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"ONE ENERGY PLAZA, JACKSON, MI, UNITED STATES, 49201",https://www.cmsenergy.com,December,2025-06-30,22384304000.0,2857000000.0,22.06,2.647,27.3,2.115,0.0283,3.39,26.89,0.128,0.198,0.0308,0.113,8017000000.0,3374000000.0,3.39,0.015,0.144,77.25,3,5,6,0,1,22.06,18.62,2.792,2.632,4.856,12.12,0.399,76.11,62.54,72.28,71.14,299335000,297225000,0.515,100.359,2025-08-29,2025-08-08
KO,Common Stock,The Coca-Cola Company,"The Coca-Cola Company (KO) is a leading global beverage powerhouse headquartered in Atlanta, Georgia, boasting a diverse portfolio of over 500 brands, including its flagship Coca-Cola soft drink. With operations spanning more than 200 countries, the company has built a robust distribution network that effectively reaches a broad consumer base. Coca-Cola’s commitment to innovation and sustainability positions it to adapt to evolving consumer preferences and market trends, ensuring long-term resilience and growth. As a result, Coca-Cola presents an attractive investment opportunity for institutional investors seeking stability and a competitive edge in the dynamic beverage industry.",21344,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - NON-ALCOHOLIC,"ONE COCA-COLA PLAZA, ATLANTA, GA, UNITED STATES, 30313",https://www.coca-colacompany.com,December,2025-06-30,294543000000.0,15791000000.0,24.27,2.207,6.64,1.99,0.0294,2.82,10.93,0.259,0.347,0.0894,0.424,47062000000.0,28907999000.0,2.82,0.573,0.014,77.49,8,14,3,0,0,24.27,20.53,6.26,9.95,6.79,17.94,0.424,73.29,59.3,67.87,68.8,4303667000,3870718000,9.879,65.568,2025-12-15,2025-09-15
CTSH,Common Stock,Cognizant Technology Solutions Corp Class A,"Cognizant Technology Solutions Corp Class A is a prominent American multinational technology company based in Teaneck, New Jersey, renowned for its extensive capabilities in business consulting, information technology, and outsourcing services. The company harnesses advanced digital technologies to enhance innovation and operational efficiency for a diverse client base spanning multiple industries, positioning itself strategically within the ongoing digital transformation landscape. With a robust global footprint and a strong commitment to sustainability, Cognizant demonstrates significant growth potential and a steadfast dedication to driving client success in an increasingly competitive technology services market.",1058290,NASDAQ,USD,USA,TECHNOLOGY,INFORMATION TECHNOLOGY SERVICES,"300 FRANK WEST BURR BOULEVARD, TEANECK, NJ, UNITED STATES, 07666",https://www.cognizant.com,December,2025-06-30,32273205000.0,3688000000.0,13.4,1.2,31.26,1.23,0.0188,4.93,41.47,0.119,0.156,0.103,0.167,20486001000.0,7002000000.0,4.93,0.15,0.081,85.33,3,7,15,0,0,13.4,12.12,1.575,2.14,1.567,8.43,0.945,89.77,64.98,69.17,76.06,488396000,486941000,0.101,101.436,2025-08-26,2025-08-18
COIN,Common Stock,Coinbase Global Inc,"Coinbase Global, Inc. (COIN) is a prominent cryptocurrency exchange and financial services platform headquartered in Wilmington, Delaware. It is a key player in the mainstream adoption of digital assets, providing a secure and user-friendly platform for both retail and institutional clients to buy, sell, and trade a diverse range of cryptocurrencies. With advanced technology and infrastructure, Coinbase fosters innovation in the crypto economy, enabling users to effectively manage their digital portfolios while advocating for the broader acceptance of blockchain technology. As a publicly traded entity, Coinbase continues to lead in the evolving landscape of financial services, bridging traditional finance with the burgeoning realm of cryptocurrency.",1679788,NASDAQ,USD,USA,FINANCIAL SERVICES,FINANCIAL DATA & STOCK EXCHANGES,"ONE MADISON AVENUE, NEW YORK, NY, UNITED STATES, 10010",https://www.coinbase.com,December,2025-06-30,86336356000.0,2020025000.0,32.37,11.53,47.17,0.0,0.0,10.38,26.57,0.427,0.144,0.0076,0.28,6706042000.0,5668932000.0,10.38,36.93,0.029,374.67,3,12,15,3,0,32.37,54.05,12.87,7.9,12.91,24.55,3.684,444.64,142.58,328.38,278.32,215159000,212696000,1.181,65.781,,
CL,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is a premier global consumer products leader, headquartered in New York City, with a diverse product portfolio spanning oral care, personal care, home care, and pet nutrition. The company is committed to sustainability and innovation, consistently enhancing consumer health and wellness through its trusted brands, including Colgate and Palmolive. Operating in over 200 countries, Colgate-Palmolive harnesses its robust market presence and extensive distribution capabilities to drive growth and deliver substantial shareholder value, positioning itself as a resilient player in the consumer goods sector.",21665,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"300 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10022-7499",https://www.colgatepalmolive.com,December,2025-06-30,63946433000.0,4824000000.0,22.22,1.596,0.869,2.02,0.026,3.56,24.57,0.145,0.209,0.156,0.398,19997999000.0,12123000000.0,3.56,0.022,0.01,90.74,5,8,6,1,0,22.22,19.8,3.198,90.16,3.542,14.72,0.335,98.37,76.17,81.99,87.99,808221000,757659000,0.165,86.669,2025-11-14,2025-10-17
CMCSA,Common Stock,Comcast Corp,"Comcast Corporation (CMCSA), based in Philadelphia, Pennsylvania, is a prominent American telecommunications and media conglomerate, recognized as the second-largest broadcasting and cable television company worldwide by revenue. With a robust presence as the largest pay-TV provider and cable operator in the U.S., Comcast serves a diverse customer base across 40 states and the District of Columbia, offering an extensive range of services, including high-speed internet and home telephone solutions. Additionally, the company enhances its market position through strategic ownership of NBCUniversal, enabling it to produce and distribute premium content that captures significant audience engagement across both theatrical and television platforms, thereby solidifying its influential role in the media industry.",1166691,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, UNITED STATES, 19103-2838",https://corporate.comcast.com,December,2025-06-30,109067788000.0,38219002000.0,4.899,2.39,26.19,1.28,0.0437,6.03,32.76,0.184,0.198,0.0524,0.249,124184003000.0,87951000000.0,6.03,1.98,0.021,38.91,1,12,15,1,1,4.899,6.93,0.878,1.159,1.643,4.296,0.941,43.66,29.15,32.18,34.42,3682762000,3653069000,0.744,88.658,2025-10-22,2025-10-01
CAG,Common Stock,ConAgra Foods Inc,"Conagra Brands, Inc. is a prominent American consumer packaged goods company headquartered in Chicago, Illinois, focusing on a wide array of food products in the frozen, refrigerated, and shelf-stable categories. With a robust portfolio of well-known brands, Conagra effectively caters to both retail and food service markets, delivering innovative and high-quality food solutions that resonate with contemporary consumer preferences. The company's strong emphasis on sustainability and continuous product innovation enhances its competitive edge, positioning it as an attractive option for institutional investors looking for growth opportunities within the dynamic food industry.",23217,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"222 WEST MERCHANDISE MART PLAZA, CHICAGO, IL, UNITED STATES, 60654",https://www.conagrabrands.com,May,2025-08-31,8878206000.0,1967300000.0,10.49,12.07,18.64,1.4,0.0766,1.77,23.94,0.0742,0.117,0.0467,0.0965,11450500000.0,2919400000.0,1.77,-0.649,-0.058,20.52,3,0,13,1,1,10.49,10.87,0.775,1.029,1.463,8.76,0.037,28.22,17.89,18.9,22.49,478352000,474941000,0.642,93.419,2025-11-26,2025-10-30
COP,Common Stock,ConocoPhillips,"ConocoPhillips (COP) is a leading American multinational engaged in the exploration and production of oil and natural gas, with a strong focus on upstream operations. Headquartered in Houston, Texas, the company has built a substantial global asset portfolio that spans North America, Europe, Asia, and Australia, positioning it as one of the largest independent exploration and production firms globally. Committed to sustainability and operational excellence, ConocoPhillips continually seeks innovative solutions to enhance efficiency and reduce environmental impact. Its disciplined capital allocation strategy and robust financial standing empower the company to navigate the evolving energy landscape and capitalize on growth opportunities.",1163165,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"925 NORTH ELDRIDGE PARKWAY, HOUSTON, TX, UNITED STATES, 77079-2703",https://www.conocophillips.com,December,2025-06-30,108008538000.0,25142999000.0,11.59,9.93,52.5,3.12,0.0359,7.46,48.48,0.155,0.197,0.0827,0.159,59385999000.0,28643000000.0,7.46,-0.212,0.021,114.78,8,15,4,0,0,11.59,14.1,1.819,1.779,2.333,5.27,0.635,112.56,78.56,93.95,94.48,1248942000,1246619000,0.09,83.912,2025-09-02,2025-08-18
ED,Common Stock,Consolidated Edison Inc,"Consolidated Edison, Inc. (Con Edison) is a leading investor-owned energy company in the United States, providing electric, gas, and steam services to over 3 million customers in New York City and its surrounding areas. With annual revenues exceeding $14 billion and total assets around $60 billion, the company is dedicated to delivering reliable energy while prioritizing sustainability. Con Edison is proactive in investing in renewable energy sources, smart grid technologies, and critical infrastructure enhancements, positioning itself at the forefront of the energy transition and supporting ambitious environmental goals in New York. Renowned for its operational resilience and innovative approaches, Con Edison is well-equipped to navigate the challenges of a rapidly evolving energy landscape.",1047862,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"4 IRVING PLACE, NEW YORK, NY, UNITED STATES, 10003",https://www.conedison.com,December,2025-06-30,36494344000.0,5753000000.0,18.4,3.255,65.81,3.36,0.0332,5.5,46.1,0.12,0.149,0.0315,0.0854,16154000000.0,8626000000.0,5.5,0.172,0.116,104.64,0,3,6,3,3,18.4,16.26,2.259,1.482,3.764,10.41,0.309,112.97,85.07,99.55,101.32,360652000,360212000,0.214,71.774,2025-12-15,2025-11-19
STZ,Common Stock,Constellation Brands Inc Class A,"Constellation Brands, Inc. (NYSE: STZ), based in Victor, New York, is a leading American multinational firm specializing in the production and marketing of premium beer, wine, and spirits. The company boasts a diverse portfolio of iconic brands, including Corona and Modelo in the beer segment, as well as renowned wine and spirit labels such as Robert Mondavi and Svedka Vodka. Constellation's innovative approach and strong focus on consumer trends position it favorably within the competitive beverage alcohol industry, making it an attractive entity for institutional investors seeking growth and stability in a dynamic market.",16918,NYSE,USD,USA,CONSUMER DEFENSIVE,BEVERAGES - BREWERS,"50 EAST BROAD STREET, ROCHESTER, NY, UNITED STATES, 14614",https://www.cbrands.com,February,2025-08-31,24581251000.0,3622600000.0,20.44,1.576,42.86,4.06,0.0291,6.87,53.86,0.127,0.364,0.0896,0.159,9624001000.0,4997400000.0,6.87,-0.393,-0.15,172.61,2,13,8,0,2,20.44,12.02,2.554,3.409,3.604,79.82,0.66,241.11,131.2,147.89,171.25,175013000,145235000,19.883,78.091,2025-11-13,2025-10-30
CEG,Common Stock,Constellation Energy Corp,"Constellation Energy Corporation (CEG), headquartered in Baltimore, Maryland, stands as a prominent leader in the U.S. energy sector, primarily focusing on clean and reliable energy solutions through its extensive investments in nuclear and renewable sources. The company is dedicated to sustainability and innovation, adeptly positioning itself to address the increasing demand for environmentally responsible energy as the market evolves. With a diverse portfolio that spans generation and retail services, Constellation Energy is strategically poised to leverage emerging opportunities and navigate the dynamic landscape of the energy industry.",1868275,NASDAQ,USD,USA,UTILITIES,UTILITIES - RENEWABLE,"1310 POINT STREET, BALTIMORE, MD, UNITED STATES, 21231-3380",https://www.constellationenergy.com,December,2025-06-30,120744755000.0,6355000000.0,40.3,3.631,43.04,1.481,0.0037,9.59,79.05,0.121,0.154,0.0448,0.235,24820001000.0,5404000000.0,9.59,0.035,0.114,381.33,3,6,5,0,0,40.3,31.75,4.865,8.31,4.755,18.52,1.12,412.7,160.94,335.2,291.19,312406000,311615000,0.257,85.406,2025-09-05,2025-08-18
COO,Common Stock,"The Cooper Companies, Inc","The Cooper Companies, Inc. (COO) is a prominent global medical device company based in San Ramon, California, recognized for its innovative solutions in contact lenses and women's health. Operating through two key segments, CooperVision and CooperSurgical, the company is dedicated to enhancing patient care and addressing the diverse needs within ocular and women's health sectors. With a strong focus on research and development, CooperCompanies is well-positioned for sustainable growth and innovation, making it a compelling investment opportunity in the medical device industry for institutional investors.",711404,NASDAQ,USD,USA,HEALTHCARE,MEDICAL INSTRUMENTS & SUPPLIES,"6101 BOLLINGER CANYON ROAD, SAN RAMON, CA, UNITED STATES, 94583",https://www.coopercos.com,October,2025-07-31,14308279000.0,1113100000.0,35.28,0.868,42.02,0.0,0.0,2.04,20.28,0.101,0.166,0.0379,0.0501,4045700000.0,2709000000.0,2.04,-0.058,0.057,83.0,4,7,6,0,0,35.28,15.97,3.537,1.645,3.978,14.75,1.023,109.03,61.77,69.57,78.28,198809000,197503000,0.613,103.371,2023-08-11,2023-07-26
CPRT,Common Stock,Copart Inc,"Copart, Inc. is a premier global online vehicle auction and remarketing service, serving a diverse clientele that includes automotive resellers, insurance companies, and rental fleets across 11 countries. The company has established a cutting-edge platform that harnesses technology to streamline transactions and improve transparency in the automotive market. As the demand for online auction services rises, Copart is well-positioned to capitalize on evolving trends in vehicle disposal, further solidifying its leadership in the industry. With its ongoing expansion efforts in key markets, Copart continues to redefine the standards of efficiency and accessibility in automotive remarketing.",900075,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY BUSINESS SERVICES,"14185 DALLAS PARKWAY, DALLAS, TX, UNITED STATES, 75254",https://www.copart.com,July,2025-07-31,42909217000.0,1955514000.0,27.89,2.224,9.5,0.0,0.0,1.59,4.814,0.334,0.367,0.118,0.185,4646958000.0,2192060000.0,1.59,0.242,0.052,56.0,3,3,5,0,0,27.89,25.38,9.23,4.695,8.27,20.08,1.034,64.38,43.32,46.55,52.49,967732000,1775458000,8.651,87.019,,
GLW,Common Stock,Corning Incorporated,"Corning Incorporated (GLW) is a leading American multinational technology company renowned for its innovative specialty glass, ceramics, and advanced optical materials. With a strong focus on research and development, Corning serves diverse sectors, including telecommunications, display technology, and life sciences. The company's commitment to sustainability and cutting-edge technology positions it as a key player in the global market, driving growth and delivering value to institutional investors through its comprehensive portfolio of high-performance materials and solutions.",24741,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"ONE RIVERFRONT PLAZA, CORNING, NY, UNITED STATES, 14831",https://www.corning.com,December,2025-06-30,72375714000.0,3183000000.0,89.88,0.698,13.74,1.12,0.0129,0.94,16.64,0.0577,0.15,0.0413,0.0828,14206000000.0,5030000000.0,0.94,3.5,0.188,77.75,1,9,2,1,0,89.88,28.99,5.09,6.36,5.47,27.44,1.131,87.78,36.95,75.3,56.0,856619000,785339000,8.239,74.889,2025-12-12,2025-11-14
CPAY,Common Stock,Corpay Inc,,1175454,NYSE,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"3280 PEACHTREE ROAD, ATLANTA, GA, UNITED STATES, 30305",https://www.corpay.com,December,2025-06-30,20157581000.0,2197024000.0,19.42,0.903,55.64,0.0,0.0,14.7,59.52,0.252,0.435,0.0625,0.311,4171325000.0,3258489000.0,14.7,0.131,0.129,374.64,3,6,4,0,0,19.42,11.74,4.832,5.16,6.28,11.79,0.971,400.81,269.02,304.83,331.82,70614000,68047000,3.531,96.463,,
CTVA,Common Stock,Corteva Inc,"Corteva Inc. is a prominent American agricultural company specializing in seed and crop protection solutions, having emerged as an independent entity from DowDuPont in 2019. Committed to sustainable agriculture, Corteva integrates advanced seed technologies and innovative crop protection products with digital farming tools to enhance productivity and yield for farmers worldwide. Through a strong emphasis on research and development, the company aims to address the critical challenges of food security and environmental sustainability. With its extensive product portfolio and global reach, Corteva is strategically positioned to deliver long-term growth and value to its stakeholders in the evolving agricultural landscape.",1755672,NYSE,USD,USA,BASIC MATERIALS,AGRICULTURAL INPUTS,"9330 ZIONSVILLE ROAD, INDIANAPOLIS, IN, UNITED STATES, 46268",https://www.corteva.com,December,2025-06-30,41696743000.0,3570000000.0,28.29,0.848,38.11,0.69,0.0113,2.17,25.03,0.0816,0.283,0.0355,0.0574,17177000000.0,7842000000.0,2.17,0.274,0.056,79.05,3,15,5,0,0,28.29,17.64,2.428,1.664,2.597,12.88,0.765,77.22,53.14,69.37,66.75,679100000,677328000,0.09,87.299,2025-09-15,2025-09-02
CSGP,Common Stock,CoStar Group Inc,"CoStar Group, Inc. is a prominent provider of proprietary online information, analytics, and services designed specifically for the commercial real estate sector, encompassing hospitality and residential markets globally. Headquartered in Washington, D.C., the company maintains a significant presence across North America, Europe, Asia Pacific, and Latin America, delivering critical insights that enable real estate professionals to make data-informed decisions. Utilizing advanced technology and innovative data-driven solutions, CoStar Group enhances market transparency and fosters efficient transactions, solidifying its position as a leader in the real estate information industry.",1057352,NASDAQ,USD,USA,REAL ESTATE,REAL ESTATE SERVICES,"1201 WILSON BLVD, ARLINGTON, VA, UNITED STATES, 22209",https://www.costargroup.com,December,2025-06-30,31345889000.0,198800000.0,284.58,2.231,20.32,0.0,0.0,0.26,7.09,0.0357,-0.0348,0.0007,0.013,2915500000.0,2312900000.0,0.26,-0.789,0.153,96.5,4,8,3,1,1,284.58,39.06,10.75,4.132,11.24,180.81,0.874,97.43,68.26,85.58,80.71,423650000,417986000,1.18,106.497,,
COST,Common Stock,Costco Wholesale Corp,"Costco Wholesale Corporation is a premier American multinational retail leader, recognized for its membership-based warehouse model that offers diverse products ranging from groceries to electronics. As one of the largest retailers worldwide, Costco excels in key categories like organic groceries and high-quality meats, underscoring its commitment to value and customer loyalty. The company’s strategic bulk purchasing approach enables it to provide competitive prices while enhancing the shopping experience. Furthermore, Costco's strong financial performance, combined with its initiatives in sustainability and responsible sourcing, make it a compelling investment opportunity for institutional investors seeking stability and growth.",909832,NASDAQ,USD,USA,CONSUMER DEFENSIVE,DISCOUNT STORES,"999 LAKE DRIVE, ISSAQUAH, WA, UNITED STATES, 98027",https://www.costco.com,August,2025-08-31,414961959000.0,12809000000.0,51.56,5.73,65.8,4.92,0.0053,18.16,619.92,0.0294,0.0388,0.0883,0.307,275235013000.0,35349000000.0,18.16,0.11,0.081,1062.13,3,18,14,1,0,51.56,45.87,1.508,13.93,1.45,29.8,0.964,1075.34,864.06,950.26,972.23,443179000,441938000,0.157,72.326,2025-11-14,2025-10-31
CTRA,Common Stock,Coterra Energy Inc,"Coterra Energy Inc. is a prominent independent oil and gas exploration and production company based in Houston, Texas, known for its extensive asset portfolio across key U.S. regions. Committed to sustainability and operational efficiency, Coterra employs advanced technologies to optimize resource recovery while minimizing environmental impact. Its diverse asset base and solid financial standing allow the company to navigate market volatility effectively, reinforcing its status as a pivotal entity in the energy sector. Focused on innovation and strategic growth, Coterra is poised for continued value creation for its investors and stakeholders.",858470,NYSE,USD,USA,ENERGY,OIL & GAS E&P,"THREE MEMORIAL CITY PLAZA, HOUSTON, TX, UNITED STATES, 77024",https://www.coterra.com,December,2025-06-30,17399591000.0,4116000000.0,10.91,44.67,19.08,0.86,0.0381,2.09,8.33,0.253,0.423,0.0578,0.114,6232000000.0,4659000000.0,2.09,1.309,0.348,32.29,6,13,5,0,0,10.91,7.37,2.792,1.214,3.301,5.25,0.27,29.29,21.84,23.8,25.59,763140000,751113000,1.472,94.481,2025-08-28,2025-08-14
CRWD,Common Stock,Crowdstrike Holdings Inc,"CrowdStrike Holdings, Inc. is a premier leader in cloud-based cybersecurity solutions, with a strong emphasis on endpoint protection and cloud workload security. The company operates on a global scale, serving key markets including the United States, Australia, Germany, India, Israel, Romania, and the United Kingdom. Utilizing cutting-edge artificial intelligence and machine learning, CrowdStrike delivers real-time protection against an array of cyber threats, positioning itself as a vital partner for enterprises aiming to strengthen their security amid the complexities of today's digital landscape. Headquartered in Sunnyvale, California, CrowdStrike continues to set the standard for innovation and effectiveness in cybersecurity.",1535527,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - INFRASTRUCTURE,"206 EAST 9TH STREET, AUSTIN, TX, UNITED STATES, 78701",https://www.crowdstrike.com,January,2025-07-31,121625403000.0,-91371000.0,0.0,4.123,14.98,0.0,0.0,-1.21,17.52,-0.0684,-0.0638,-0.0205,-0.0892,4341102000.0,3219507000.0,-1.21,5.33,0.213,498.91,9,26,18,0,1,0.0,103.09,28.02,33.19,27.76,2273.39,1.188,517.98,294.68,455.17,428.13,250955000,246403000,3.076,75.434,,
CCI,Common Stock,Crown Castle,"Crown Castle Inc. is a premier real estate investment trust (REIT) focused on shared communications infrastructure throughout the United States, boasting a comprehensive portfolio that includes over 40,000 cell towers and nearly 80,000 route miles of fiber. Headquartered in Houston, Texas, the company is strategically positioned to meet the increasing demand for mobile communications and broadband connectivity through its innovative small cell and fiber solutions. With its extensive operational footprint, Crown Castle plays a critical role in the expanding telecommunications sector, well-aligned with the ongoing surge in data consumption and wireless service needs.",1051470,NYSE,USD,USA,REAL ESTATE,REIT - SPECIALTY,"8020 KATY FREEWAY, HOUSTON, TX, UNITED STATES, 77024-1908",https://www.crowncastle.com,December,2025-06-30,42449621000.0,3933000000.0,0.0,1.326,-3.177,5.76,0.0587,-9.0,14.89,-0.717,0.479,0.0403,-1.833,6468000000.0,4623000000.0,-9.0,0.159,-0.042,116.96,3,9,8,0,0,0.0,26.32,6.56,8.86,10.98,20.71,0.963,114.47,81.02,97.51,98.49,435470000,434377000,0.118,96.21,2025-09-30,2025-09-15
CSX,Common Stock,CSX Corporation,"CSX Corporation is a leading North American transportation company headquartered in Jacksonville, Florida, specializing in rail transportation and comprehensive logistics solutions. With a vast and efficient rail network, CSX plays a vital role in facilitating the movement of goods across diverse industries, addressing the rising demand for sustainable freight transport. The company's commitment to integrating advanced technologies enhances operational efficiency and customer service, positioning it as a pivotal player in the logistics and supply chain sectors. As the transportation industry continues to evolve, CSX is strategically poised to capitalize on growth opportunities and drive innovation.",277948,NASDAQ,USD,USA,INDUSTRIALS,RAILROADS,"500 WATER STREET, JACKSONVILLE, FL, UNITED STATES, 32202",https://www.csx.com,December,2025-09-30,68152349000.0,6538000000.0,23.77,2.51,6.85,0.51,0.0142,1.54,7.49,0.205,0.351,0.0701,0.226,14123000000.0,6538000000.0,1.54,-0.196,-0.009,39.08,4,15,8,0,0,23.77,18.59,4.826,5.36,6.05,12.97,1.286,37.19,26.01,34.4,32.28,1862137000,1857847000,0.247,80.132,2025-12-15,2025-11-28
CMI,Common Stock,Cummins Inc,"Cummins Inc. (CMI), headquartered in Columbus, Indiana, stands as a preeminent player in the design, manufacture, and distribution of high-performance engines and associated technologies. The company delivers innovative power solutions across diverse industries, including automotive, industrial, and commercial sectors, while maintaining a robust commitment to sustainability through the development of cutting-edge emission control technologies and alternative fuel options. With a comprehensive service network supporting its extensive product portfolio, Cummins is strategically positioned to meet the changing energy demands of global markets and continue its leadership in the engine manufacturing industry.",26172,NYSE,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"500 JACKSON STREET, COLUMBUS, IN, UNITED STATES, 47202-3005",https://www.cummins.com,December,2025-06-30,56744419000.0,5213000000.0,19.31,2.151,85.56,7.28,0.0172,21.33,245.33,0.0872,0.13,0.0789,0.262,33720001000.0,8753000000.0,21.33,0.222,-0.017,441.27,2,6,12,1,0,19.31,17.95,1.683,5.06,1.934,11.93,1.038,440.51,257.24,410.81,353.69,137786000,137008000,0.328,87.106,2025-12-04,2025-11-21
